# Selection : patch(inlet)
# Faces  :    30
# Area   :    2.540000e-05
# Time        	areaAverage(p)	areaAverage(U)
0.0665037     	2.175463e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0667222     	2.270909e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0669407     	2.022100e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0671592     	2.134507e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0673777     	1.874746e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0675963     	2.018065e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0678148     	1.751237e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0680333     	1.919571e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0682518     	1.656332e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0684703     	1.862255e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0686889     	1.637918e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0689074     	1.853688e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0691259     	1.681359e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0693444     	1.858189e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.069563      	1.761060e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0697815     	1.998050e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.07          	1.969472e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0702326     	2.150780e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0704651     	2.221782e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0706977     	2.421622e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0709302     	2.558795e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0711628     	2.769574e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0713953     	2.979699e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0716279     	3.280175e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0718605     	3.534211e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.072093      	3.884413e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0723256     	4.182066e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0725581     	4.570857e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0727907     	4.918884e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0730233     	5.350770e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0732558     	5.719244e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0734884     	6.150014e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0737209     	6.514233e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0739535     	6.933991e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.074186      	7.302266e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0744186     	7.677956e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0746512     	8.017676e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0748837     	8.341458e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0751163     	8.543948e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0753488     	8.739482e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0755814     	8.828681e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.075814      	8.896737e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0760465     	8.852989e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0762791     	8.772936e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0765116     	8.591110e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0767442     	8.345725e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0769767     	8.023029e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0772093     	7.664407e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0774419     	7.219306e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0776744     	6.762620e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.077907      	6.229768e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0781395     	5.684457e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0783721     	5.140898e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0786047     	4.581951e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0788372     	4.059125e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0790698     	3.572409e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0793023     	3.115191e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0795349     	2.724572e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0797674     	2.376242e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08          	2.104237e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0802273     	1.976356e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0804545     	1.774526e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0806818     	1.737556e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0809037     	1.695021e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0811255     	1.763258e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0813474     	1.820887e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0815637     	2.023129e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08178       	2.158740e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0819963     	2.457967e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0822127     	2.691194e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0824231     	3.050892e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0826336     	3.404407e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0828441     	3.771582e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0830545     	4.151661e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.083265      	4.573103e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0834691     	4.975998e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0836732     	5.419622e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0838773     	5.795925e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0840814     	6.231473e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0842855     	6.565984e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0844825     	6.947516e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0846796     	7.190314e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0848766     	7.504940e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0850737     	7.706847e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0852707     	7.910629e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0854678     	8.029694e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0856648     	8.119492e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0858619     	8.134293e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0860589     	8.130076e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.086256      	8.038006e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.086453      	7.939977e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0866501     	7.771996e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0868471     	7.602473e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0870442     	7.382432e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0872413     	7.159077e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0874383     	6.923783e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0876354     	6.677411e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0878324     	6.425295e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0880295     	6.208048e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0882265     	5.968495e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0884236     	5.799495e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0886206     	5.576975e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0888177     	5.434243e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0890147     	5.249067e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0892118     	5.117446e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0894088     	4.970539e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0896059     	4.878199e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0898029     	4.760365e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09          	4.678248e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0902083     	4.586090e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0904212     	4.555480e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0906341     	4.403476e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0908469     	4.496267e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0910649     	4.450366e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0912828     	4.581796e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0915063     	4.613227e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0917298     	4.850791e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0919533     	4.978681e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0921832     	5.286137e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0924131     	5.470050e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0926431     	5.854486e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.092873      	6.051238e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0931029     	6.470779e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0933328     	6.616474e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0935627     	7.045621e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0937926     	7.058745e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0940225     	7.497191e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0942524     	7.322978e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0944823     	7.829539e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0947122     	7.374591e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0949421     	7.920088e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.095172      	7.325048e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0954019     	7.878511e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0956318     	7.074029e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0958617     	7.708301e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0960916     	6.713316e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0963215     	7.380006e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0965514     	6.307757e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0967813     	6.921475e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0970112     	5.903330e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0972411     	6.443135e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.097471      	5.501459e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.097701      	5.974474e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0979309     	5.153003e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0981608     	5.549727e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0983907     	4.880096e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0986206     	5.201513e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0988505     	4.653633e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0990804     	4.966531e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0993103     	4.518519e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0995402     	4.839801e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0997701     	4.465722e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1           	4.822788e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.100233      	4.495244e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.100465      	4.899777e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.100698      	4.585119e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10093       	5.060166e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.101163      	4.736501e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.101395      	5.405682e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.101622      	4.966150e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.101848      	5.798231e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.102075      	5.313205e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.102295      	6.246049e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.102515      	5.722751e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.102735      	6.709726e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.102955      	6.145305e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.103175      	7.267781e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.103389      	6.604274e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.103602      	7.754436e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.103815      	7.120395e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.104028      	8.182254e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.104242      	7.543299e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.104455      	8.468613e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.104668      	7.822431e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.104882      	8.639821e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.105095      	7.934869e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.105308      	8.622136e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.105521      	7.847429e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.105735      	8.383786e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.105948      	7.571428e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.106161      	7.967816e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.106374      	7.131262e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.106588      	7.425609e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.106801      	6.576674e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.107014      	6.815012e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.107228      	5.975510e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.107441      	6.261949e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.107654      	5.363371e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.107867      	5.733063e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.108081      	4.866651e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.108294      	5.258278e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.108507      	4.485245e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10872       	4.904413e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.108934      	4.174755e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.109147      	4.694461e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10936       	3.977157e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.109573      	4.571325e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.109787      	3.872266e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11          	4.499101e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.110227      	3.791129e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11046       	4.449430e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.110693      	3.748685e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.110925      	4.471440e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.111158      	3.750908e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.111391      	4.468001e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.111623      	3.747349e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.111856      	4.436311e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.112089      	3.714462e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.112321      	4.392263e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.112554      	3.644257e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.112787      	4.305363e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.113019      	3.540299e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.113252      	4.165462e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.113485      	3.416579e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.113718      	3.994889e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11395       	3.233374e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.114183      	3.795575e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.114416      	3.039221e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.114648      	3.591269e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.114881      	2.719970e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.115114      	3.330745e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.115346      	2.379246e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.115579      	3.027653e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.115812      	2.048922e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.116044      	2.690173e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.116277      	1.732687e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11651       	2.342293e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.116742      	1.354450e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.116975      	1.995814e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.117208      	1.011252e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11744       	1.660583e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.117673      	7.279360e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.117885      	1.348911e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.118096      	5.834248e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.118308      	1.110508e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.118519      	5.241906e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.118731      	9.707392e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.118942      	5.317186e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.119154      	9.474198e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.119365      	6.395825e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.119524      	9.983853e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.119683      	8.541958e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.119841      	1.067802e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12          	1.089433e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.120189      	1.287867e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.120381      	1.407113e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.120573      	1.632090e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.120762      	1.770322e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12095       	1.999606e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.121135      	2.088470e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12132       	2.401019e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.121505      	2.529922e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.121685      	2.821349e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.121866      	2.975194e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.122047      	3.249443e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.122228      	3.407295e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.122408      	3.676530e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.122589      	3.782435e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12277       	4.050798e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.122951      	4.207572e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.123131      	4.442261e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.123312      	4.617755e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.123493      	4.841162e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.123674      	5.043903e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.123854      	5.231749e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.124035      	5.411271e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.124216      	5.564287e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.124397      	5.737350e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.124577      	5.875022e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.124758      	6.023219e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.124939      	6.151888e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12512       	6.263680e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1253        	6.331618e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.125481      	6.453227e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.125662      	6.511092e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.125843      	6.606460e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.126023      	6.682747e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.126204      	6.753182e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.126385      	6.860935e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.126566      	6.933650e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.126756      	7.026982e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.126947      	7.177509e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.127138      	7.190484e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.127329      	7.313153e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12752       	7.337793e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12771       	7.432911e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.127901      	7.427433e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.128092      	7.613331e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.128283      	7.528550e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.128474      	7.631869e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.128664      	7.549075e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.128855      	7.588944e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.129046      	7.503568e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.129237      	7.481229e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.129428      	7.377416e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.129618      	7.332248e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.129809      	7.198030e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13          	7.103435e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.130208      	6.806913e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.130421      	6.669209e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.130634      	6.515510e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.130852      	6.331575e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13107       	6.146047e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.131287      	6.011231e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.131511      	5.776983e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.131734      	5.653688e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.131958      	5.472407e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.132181      	5.320184e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.132411      	5.115433e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.132641      	5.027827e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.132871      	4.892484e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.133101      	4.833617e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.133331      	4.806452e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.133561      	4.720491e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.133791      	4.715024e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.134021      	4.710296e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.134251      	4.726534e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.134481      	4.794403e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.134711      	4.874534e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.134941      	5.084445e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.135171      	5.217441e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.135401      	5.465330e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.135631      	5.670868e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.135861      	5.947814e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.136091      	6.157813e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.136321      	6.425998e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13655       	6.633274e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13678       	6.873137e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13701       	7.080806e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13724       	7.276994e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13747       	7.463446e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1377        	7.629789e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13793       	7.766570e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13816       	7.854520e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13839       	7.899035e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13862       	7.878309e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13885       	7.793056e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13908       	7.638980e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13931       	7.421270e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13954       	7.144018e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13977       	6.811293e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14          	6.433215e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.140233      	6.002886e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.140465      	5.545603e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.140698      	5.070451e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
